image_file_path,image_id,image_class,annotation_file_path,annotation_id,annotation_class,annotation_breed,label
Images/n02085620-Chihuahua/n02085620_3409.jpg,n02085620_3409,n02085620,Annotation/n02085620-Chihuahua/n02085620_3409,n02085620_3409,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3423.jpg,n02085620_3423,n02085620,Annotation/n02085620-Chihuahua/n02085620_3423,n02085620_3423,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3485.jpg,n02085620_3485,n02085620,Annotation/n02085620-Chihuahua/n02085620_3485,n02085620_3485,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3488.jpg,n02085620_3488,n02085620,Annotation/n02085620-Chihuahua/n02085620_3488,n02085620_3488,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3593.jpg,n02085620_3593,n02085620,Annotation/n02085620-Chihuahua/n02085620_3593,n02085620_3593,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3651.jpg,n02085620_3651,n02085620,Annotation/n02085620-Chihuahua/n02085620_3651,n02085620_3651,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3677.jpg,n02085620_3677,n02085620,Annotation/n02085620-Chihuahua/n02085620_3677,n02085620_3677,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_368.jpg,n02085620_368,n02085620,Annotation/n02085620-Chihuahua/n02085620_368,n02085620_368,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3681.jpg,n02085620_3681,n02085620,Annotation/n02085620-Chihuahua/n02085620_3681,n02085620_3681,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3742.jpg,n02085620_3742,n02085620,Annotation/n02085620-Chihuahua/n02085620_3742,n02085620_3742,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3763.jpg,n02085620_3763,n02085620,Annotation/n02085620-Chihuahua/n02085620_3763,n02085620_3763,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_382.jpg,n02085620_382,n02085620,Annotation/n02085620-Chihuahua/n02085620_382,n02085620_382,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3826.jpg,n02085620_3826,n02085620,Annotation/n02085620-Chihuahua/n02085620_3826,n02085620_3826,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3838.jpg,n02085620_3838,n02085620,Annotation/n02085620-Chihuahua/n02085620_3838,n02085620_3838,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3875.jpg,n02085620_3875,n02085620,Annotation/n02085620-Chihuahua/n02085620_3875,n02085620_3875,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3877.jpg,n02085620_3877,n02085620,Annotation/n02085620-Chihuahua/n02085620_3877,n02085620_3877,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3880.jpg,n02085620_3880,n02085620,Annotation/n02085620-Chihuahua/n02085620_3880,n02085620_3880,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3928.jpg,n02085620_3928,n02085620,Annotation/n02085620-Chihuahua/n02085620_3928,n02085620_3928,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3942.jpg,n02085620_3942,n02085620,Annotation/n02085620-Chihuahua/n02085620_3942,n02085620_3942,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_3975.jpg,n02085620_3975,n02085620,Annotation/n02085620-Chihuahua/n02085620_3975,n02085620_3975,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4016.jpg,n02085620_4016,n02085620,Annotation/n02085620-Chihuahua/n02085620_4016,n02085620_4016,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4159.jpg,n02085620_4159,n02085620,Annotation/n02085620-Chihuahua/n02085620_4159,n02085620_4159,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4207.jpg,n02085620_4207,n02085620,Annotation/n02085620-Chihuahua/n02085620_4207,n02085620_4207,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4266.jpg,n02085620_4266,n02085620,Annotation/n02085620-Chihuahua/n02085620_4266,n02085620_4266,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4290.jpg,n02085620_4290,n02085620,Annotation/n02085620-Chihuahua/n02085620_4290,n02085620_4290,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_431.jpg,n02085620_431,n02085620,Annotation/n02085620-Chihuahua/n02085620_431,n02085620_431,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4441.jpg,n02085620_4441,n02085620,Annotation/n02085620-Chihuahua/n02085620_4441,n02085620_4441,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4515.jpg,n02085620_4515,n02085620,Annotation/n02085620-Chihuahua/n02085620_4515,n02085620_4515,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4572.jpg,n02085620_4572,n02085620,Annotation/n02085620-Chihuahua/n02085620_4572,n02085620_4572,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4602.jpg,n02085620_4602,n02085620,Annotation/n02085620-Chihuahua/n02085620_4602,n02085620_4602,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4673.jpg,n02085620_4673,n02085620,Annotation/n02085620-Chihuahua/n02085620_4673,n02085620_4673,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4700.jpg,n02085620_4700,n02085620,Annotation/n02085620-Chihuahua/n02085620_4700,n02085620_4700,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_473.jpg,n02085620_473,n02085620,Annotation/n02085620-Chihuahua/n02085620_473,n02085620_473,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_477.jpg,n02085620_477,n02085620,Annotation/n02085620-Chihuahua/n02085620_477,n02085620_477,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4814.jpg,n02085620_4814,n02085620,Annotation/n02085620-Chihuahua/n02085620_4814,n02085620_4814,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4875.jpg,n02085620_4875,n02085620,Annotation/n02085620-Chihuahua/n02085620_4875,n02085620_4875,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4919.jpg,n02085620_4919,n02085620,Annotation/n02085620-Chihuahua/n02085620_4919,n02085620_4919,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4951.jpg,n02085620_4951,n02085620,Annotation/n02085620-Chihuahua/n02085620_4951,n02085620_4951,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4980.jpg,n02085620_4980,n02085620,Annotation/n02085620-Chihuahua/n02085620_4980,n02085620_4980,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_4998.jpg,n02085620_4998,n02085620,Annotation/n02085620-Chihuahua/n02085620_4998,n02085620_4998,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_500.jpg,n02085620_500,n02085620,Annotation/n02085620-Chihuahua/n02085620_500,n02085620_500,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_5093.jpg,n02085620_5093,n02085620,Annotation/n02085620-Chihuahua/n02085620_5093,n02085620_5093,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_5312.jpg,n02085620_5312,n02085620,Annotation/n02085620-Chihuahua/n02085620_5312,n02085620_5312,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_5496.jpg,n02085620_5496,n02085620,Annotation/n02085620-Chihuahua/n02085620_5496,n02085620_5496,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_5661.jpg,n02085620_5661,n02085620,Annotation/n02085620-Chihuahua/n02085620_5661,n02085620_5661,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_5713.jpg,n02085620_5713,n02085620,Annotation/n02085620-Chihuahua/n02085620_5713,n02085620_5713,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_574.jpg,n02085620_574,n02085620,Annotation/n02085620-Chihuahua/n02085620_574,n02085620_574,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_575.jpg,n02085620_575,n02085620,Annotation/n02085620-Chihuahua/n02085620_575,n02085620_575,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_5771.jpg,n02085620_5771,n02085620,Annotation/n02085620-Chihuahua/n02085620_5771,n02085620_5771,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_588.jpg,n02085620_588,n02085620,Annotation/n02085620-Chihuahua/n02085620_588,n02085620_588,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_5927.jpg,n02085620_5927,n02085620,Annotation/n02085620-Chihuahua/n02085620_5927,n02085620_5927,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_6295.jpg,n02085620_6295,n02085620,Annotation/n02085620-Chihuahua/n02085620_6295,n02085620_6295,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_6399.jpg,n02085620_6399,n02085620,Annotation/n02085620-Chihuahua/n02085620_6399,n02085620_6399,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_6931.jpg,n02085620_6931,n02085620,Annotation/n02085620-Chihuahua/n02085620_6931,n02085620_6931,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_7.jpg,n02085620_7,n02085620,Annotation/n02085620-Chihuahua/n02085620_7,n02085620_7,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_712.jpg,n02085620_712,n02085620,Annotation/n02085620-Chihuahua/n02085620_712,n02085620_712,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_7292.jpg,n02085620_7292,n02085620,Annotation/n02085620-Chihuahua/n02085620_7292,n02085620_7292,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_730.jpg,n02085620_730,n02085620,Annotation/n02085620-Chihuahua/n02085620_730,n02085620_730,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_735.jpg,n02085620_735,n02085620,Annotation/n02085620-Chihuahua/n02085620_735,n02085620_735,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_7436.jpg,n02085620_7436,n02085620,Annotation/n02085620-Chihuahua/n02085620_7436,n02085620_7436,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_7440.jpg,n02085620_7440,n02085620,Annotation/n02085620-Chihuahua/n02085620_7440,n02085620_7440,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_7613.jpg,n02085620_7613,n02085620,Annotation/n02085620-Chihuahua/n02085620_7613,n02085620_7613,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_7700.jpg,n02085620_7700,n02085620,Annotation/n02085620-Chihuahua/n02085620_7700,n02085620_7700,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_7738.jpg,n02085620_7738,n02085620,Annotation/n02085620-Chihuahua/n02085620_7738,n02085620_7738,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_806.jpg,n02085620_806,n02085620,Annotation/n02085620-Chihuahua/n02085620_806,n02085620_806,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_8420.jpg,n02085620_8420,n02085620,Annotation/n02085620-Chihuahua/n02085620_8420,n02085620_8420,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_8491.jpg,n02085620_8491,n02085620,Annotation/n02085620-Chihuahua/n02085620_8491,n02085620_8491,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_8558.jpg,n02085620_8558,n02085620,Annotation/n02085620-Chihuahua/n02085620_8558,n02085620_8558,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_8578.jpg,n02085620_8578,n02085620,Annotation/n02085620-Chihuahua/n02085620_8578,n02085620_8578,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_8585.jpg,n02085620_8585,n02085620,Annotation/n02085620-Chihuahua/n02085620_8585,n02085620_8585,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_8611.jpg,n02085620_8611,n02085620,Annotation/n02085620-Chihuahua/n02085620_8611,n02085620_8611,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_8636.jpg,n02085620_8636,n02085620,Annotation/n02085620-Chihuahua/n02085620_8636,n02085620_8636,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_8637.jpg,n02085620_8637,n02085620,Annotation/n02085620-Chihuahua/n02085620_8637,n02085620_8637,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_9351.jpg,n02085620_9351,n02085620,Annotation/n02085620-Chihuahua/n02085620_9351,n02085620_9351,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_9357.jpg,n02085620_9357,n02085620,Annotation/n02085620-Chihuahua/n02085620_9357,n02085620_9357,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_9399.jpg,n02085620_9399,n02085620,Annotation/n02085620-Chihuahua/n02085620_9399,n02085620_9399,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_9414.jpg,n02085620_9414,n02085620,Annotation/n02085620-Chihuahua/n02085620_9414,n02085620_9414,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_949.jpg,n02085620_949,n02085620,Annotation/n02085620-Chihuahua/n02085620_949,n02085620_949,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_952.jpg,n02085620_952,n02085620,Annotation/n02085620-Chihuahua/n02085620_952,n02085620_952,n02085620,Chihuahua,0
Images/n02085620-Chihuahua/n02085620_9654.jpg,n02085620_9654,n02085620,Annotation/n02085620-Chihuahua/n02085620_9654,n02085620_9654,n02085620,Chihuahua,0
Images/n02085782-Japanese_spaniel/n02085782_1039.jpg,n02085782_1039,n02085782,Annotation/n02085782-Japanese_spaniel/n02085782_1039,n02085782_1039,n02085782,Japanese_spaniel,1
Images/n02085782-Japanese_spaniel/n02085782_1058.jpg,n02085782_1058,n02085782,Annotation/n02085782-Japanese_spaniel/n02085782_1058,n02085782_1058,n02085782,Japanese_spaniel,1
Images/n02085782-Japanese_spaniel/n02085782_1059.jpg,n02085782_1059,n02085782,Annotation/n02085782-Japanese_spaniel/n02085782_1059,n02085782_1059,n02085782,Japanese_spaniel,1
Images/n02085782-Japanese_spaniel/n02085782_1077.jpg,n02085782_1077,n02085782,Annotation/n02085782-Japanese_spaniel/n02085782_1077,n02085782_1077,n02085782,Japanese_spaniel,1
Images/n02085782-Japanese_spaniel/n02085782_1085.jpg,n02085782_1085,n02085782,Annotation/n02085782-Japanese_spaniel/n02085782_1085,n02085782_1085,n02085782,Japanese_spaniel,1
Images/n02085782-Japanese_spaniel/n02085782_1143.jpg,n02085782_1143,n02085782,Annotation/n02085782-Japanese_spaniel/n02085782_1143,n02085782_1143,n02085782,Japanese_spaniel,1
Images/n02085782-Japanese_spaniel/n02085782_1156.jpg,n02085782_1156,n02085782,Annotation/n02085782-Japanese_spaniel/n02085782_1156,n02085782_1156,n02085782,Japanese_spaniel,1
Images/n02085782-Japanese_spaniel/n02085782_1191.jpg,n02085782_1191,n02085782,Annotation/n02085782-Japanese_spaniel/n02085782_1191,n02085782_1191,n02085782,Japanese_spaniel,1
